age_group,club_member_status,fashion_news_frequency,product_group_name,price,clusters
Young Adult,ACTIVE,Regularly,Garment Upper body,218.12,3
Young Adult,PRE-CREATE,NONE,Garment Lower body,291.33,2
Young Adult,ACTIVE,NONE,Garment Upper body,179.22,1
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Young Adult,ACTIVE,Regularly,Underwear,124,3
Adult,ACTIVE,NONE,Garment Upper body,50.8,4
Young Adult,ACTIVE,Regularly,Garment Upper body,448.19,3
Young Adult,ACTIVE,Regularly,Underwear,134.46,3
Elderly,ACTIVE,Regularly,Garment Lower body,552.77,0
Elderly,ACTIVE,Regularly,Garment Lower body,291.33,0
Adult,ACTIVE,NONE,Underwear,124,4
Elderly,ACTIVE,NONE,Garment Upper body,134.46,4
Young Adult,ACTIVE,NONE,Garment Full body,448.19,1
Adult,ACTIVE,NONE,Garment Upper body,108.32,4
Adult,ACTIVE,NONE,Garment Lower body,134.46,4
Young Adult,ACTIVE,NONE,Garment Upper body,165.83,1
Young Adult,ACTIVE,Regularly,Swimwear,50.8,3
Adult,ACTIVE,NONE,Garment Upper body,291.33,4
Adult,ACTIVE,NONE,Garment Lower body,228.58,4
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Young Adult,ACTIVE,NONE,Garment Full body,343.61,1
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Adult,ACTIVE,NONE,Garment Upper body,197.21,4
Young Adult,ACTIVE,NONE,Swimwear,218.12,1
Adult,PRE-CREATE,NONE,Garment Upper body,186.75,2
Adult,ACTIVE,NONE,Garment Lower body,291.33,4
Young Adult,ACTIVE,NONE,Garment Full body,552.77,1
Young Adult,ACTIVE,NONE,Underwear,186.75,1
Young Adult,ACTIVE,Regularly,Garment Upper body,186.75,3
Adult,ACTIVE,Regularly,Garment Upper body,291.33,0
Adult,PRE-CREATE,NONE,Underwear,218.12,2
Young Adult,ACTIVE,Regularly,Garment Full body,448.19,3
Adult,ACTIVE,NONE,Garment Upper body,218.12,4
Young Adult,ACTIVE,Regularly,Garment Lower body,152.24,3
Young Adult,ACTIVE,NONE,Garment Upper body,197.21,1
Adult,PRE-CREATE,NONE,Garment Upper body,239.04,2
Young Adult,ACTIVE,Regularly,Garment Upper body,113.55,3
Young Adult,ACTIVE,NONE,Garment Lower body,343.61,1
Young Adult,ACTIVE,NONE,Garment Upper body,130.28,1
Young Adult,ACTIVE,NONE,Garment Lower body,312.24,1
Adult,ACTIVE,NONE,Garment Upper body,448.19,4
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Young Adult,ACTIVE,Regularly,Garment Upper body,165.83,3
Adult,ACTIVE,NONE,Garment Upper body,343.61,4
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Young Adult,ACTIVE,NONE,Garment Upper body,291.33,1
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Young Adult,ACTIVE,Regularly,Swimwear,92.63,3
Young Adult,ACTIVE,NONE,Garment Upper body,92.63,1
Young Adult,ACTIVE,Regularly,Socks & Tights,67.53,3
Adult,ACTIVE,NONE,Garment Upper body,82.17,4
Young Adult,ACTIVE,NONE,Garment Upper body,82.17,1
Adult,ACTIVE,NONE,Garment Full body,186.75,4
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Adult,ACTIVE,NONE,Garment Lower body,124,4
Young Adult,ACTIVE,NONE,Swimwear,113.55,1
Adult,ACTIVE,NONE,Garment Upper body,186.75,4
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Young Adult,ACTIVE,NONE,Garment Upper body,113.55,1
Young Adult,ACTIVE,NONE,Garment Lower body,448.19,1
Elderly,ACTIVE,Regularly,Accessories,113.55,0
Young Adult,ACTIVE,Regularly,Garment Lower body,113.55,3
Young Adult,ACTIVE,NONE,Socks & Tights,134.46,1
Young Adult,ACTIVE,Regularly,Garment Upper body,113.55,3
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Young Adult,ACTIVE,NONE,Garment Upper body,82.17,1
Young Adult,ACTIVE,NONE,Garment Full body,161.44,1
Adult,ACTIVE,NONE,Garment Full body,445.16,4
Adult,ACTIVE,NONE,Garment Full body,83.32,4
Young Adult,ACTIVE,NONE,Garment Upper body,155.38,1
Adult,ACTIVE,NONE,Shoes,239.04,4
Elderly,ACTIVE,Regularly,Garment Upper body,359.3,0
Elderly,ACTIVE,Regularly,Garment Upper body,331.07,0
Young Adult,ACTIVE,NONE,Garment Upper body,343.61,1
Young Adult,ACTIVE,Regularly,Underwear,80.08,3
Young Adult,ACTIVE,Regularly,Garment Lower body,133.83,3
Young Adult,ACTIVE,NONE,Shoes,284.74,1
Young Adult,ACTIVE,NONE,Garment Upper body,113.55,1
Young Adult,ACTIVE,NONE,Garment Full body,92.63,1
Adult,ACTIVE,NONE,Unknown,186.75,4
Young Adult,ACTIVE,Regularly,Accessories,103.09,3
Elderly,ACTIVE,Regularly,Garment Upper body,103.09,0
Elderly,ACTIVE,Regularly,Garment Upper body,163.22,0
Young Adult,ACTIVE,Regularly,Garment Lower body,124,3
Young Adult,ACTIVE,NONE,Swimwear,165.83,1
Young Adult,ACTIVE,NONE,Underwear,186.75,1
Adult,ACTIVE,NONE,Garment Upper body,61.26,4
Young Adult,ACTIVE,NONE,Swimwear,134.46,1
Adult,ACTIVE,Regularly,Swimwear,134.46,0
Young Adult,ACTIVE,NONE,Garment Upper body,92.63,1
Young Adult,ACTIVE,NONE,Garment Lower body,155.38,1
Young Adult,ACTIVE,NONE,Swimwear,186.75,1
Young Adult,ACTIVE,Regularly,Swimwear,181.52,3
Elderly,ACTIVE,Regularly,Garment Lower body,239.04,0
Young Adult,ACTIVE,Regularly,Garment Full body,197.21,3
Young Adult,ACTIVE,Regularly,Garment Upper body,322.8,3
Young Adult,ACTIVE,Regularly,Garment Full body,134.46,3
Young Adult,ACTIVE,NONE,Garment Upper body,113.55,1
Elderly,ACTIVE,NONE,Garment Full body,395.9,4
Young Adult,ACTIVE,NONE,Garment Lower body,252.11,1
Adult,ACTIVE,NONE,Garment Upper body,134.46,4
Adult,ACTIVE,Regularly,Garment Full body,291.33,0
Young Adult,ACTIVE,NONE,Garment Full body,108.32,1
Adult,ACTIVE,Regularly,Garment Full body,343.61,0
Adult,ACTIVE,NONE,Garment Upper body,134.46,4
Young Adult,PRE-CREATE,NONE,Garment Upper body,134.46,2
Young Adult,ACTIVE,Regularly,Underwear,80.08,3
Young Adult,ACTIVE,NONE,Accessories,103.09,1
Adult,ACTIVE,Regularly,Garment Full body,207.67,0
Adult,ACTIVE,Regularly,Garment Lower body,197.21,0
Young Adult,ACTIVE,Regularly,Garment Upper body,395.9,3
Adult,ACTIVE,Regularly,Garment Upper body,82.17,0
Young Adult,ACTIVE,Regularly,Garment Upper body,186.75,3
Adult,ACTIVE,NONE,Underwear,134.46,4
Young Adult,ACTIVE,Regularly,Swimwear,124,3
Young Adult,ACTIVE,Regularly,Socks & Tights,50.91,3
Adult,ACTIVE,Regularly,Swimwear,186.75,0
Young Adult,ACTIVE,Regularly,Garment Full body,105.18,3
Young Adult,ACTIVE,NONE,Underwear,134.46,1
Adult,ACTIVE,Regularly,Garment Upper body,118.78,0
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Young Adult,ACTIVE,Regularly,Garment Lower body,185.7,3
Adult,ACTIVE,NONE,Shoes,124,4
Elderly,ACTIVE,NONE,Garment Upper body,186.75,4
Young Adult,ACTIVE,NONE,Garment Upper body,174.93,1
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Adult,ACTIVE,Regularly,Garment Upper body,124,0
Young Adult,ACTIVE,NONE,Garment Upper body,207.67,1
Adult,ACTIVE,Regularly,Underwear,174.93,0
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Adult,ACTIVE,NONE,Socks & Tights,106.44,4
Adult,ACTIVE,Regularly,Accessories,103.09,0
Young Adult,ACTIVE,NONE,Shoes,218.12,1
Adult,ACTIVE,NONE,Garment Upper body,82.17,4
Young Adult,ACTIVE,Regularly,Accessories,113.55,3
Adult,ACTIVE,Regularly,Garment Upper body,239.04,0
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Young Adult,ACTIVE,Regularly,Garment Lower body,134.46,3
Adult,ACTIVE,Regularly,Garment Lower body,186.75,0
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Young Adult,ACTIVE,Regularly,Underwear,124,3
Adult,ACTIVE,Regularly,Garment Lower body,90.75,0
Young Adult,ACTIVE,Regularly,Garment Lower body,448.19,3
Young Adult,ACTIVE,NONE,Socks & Tights,49.55,1
Young Adult,ACTIVE,NONE,Garment Lower body,448.19,1
Young Adult,ACTIVE,NONE,Garment Full body,500.48,1
Young Adult,ACTIVE,NONE,Shoes,239.04,1
Young Adult,ACTIVE,Regularly,Garment Upper body,448.19,3
Adult,ACTIVE,NONE,Garment Upper body,100.47,4
Young Adult,ACTIVE,Regularly,Garment Lower body,134.46,3
Adult,ACTIVE,NONE,Underwear,113.55,4
Young Adult,ACTIVE,NONE,Accessories,71.93,1
Adult,ACTIVE,Regularly,Garment Lower body,226.91,0
Young Adult,ACTIVE,Regularly,Garment Upper body,71.72,3
Young Adult,ACTIVE,NONE,Swimwear,134.46,1
Young Adult,ACTIVE,Regularly,Garment Lower body,537.81,3
Adult,ACTIVE,NONE,Garment Upper body,71.72,4
Young Adult,ACTIVE,NONE,Garment Lower body,197.21,1
Adult,ACTIVE,Regularly,Swimwear,76.94,0
Young Adult,ACTIVE,NONE,Garment Full body,171.06,1
Elderly,ACTIVE,NONE,Garment Upper body,239.04,4
Adult,ACTIVE,Regularly,Garment Lower body,239.04,0
Young Adult,ACTIVE,NONE,Underwear,134.46,1
Young Adult,ACTIVE,Regularly,Garment Lower body,165.83,3
Young Adult,ACTIVE,NONE,Garment Upper body,155.38,1
Young Adult,ACTIVE,NONE,Garment Upper body,448.19,1
Adult,ACTIVE,NONE,Garment Full body,218.12,4
Adult,ACTIVE,NONE,Shoes,239.04,4
Teenager,ACTIVE,Regularly,Garment Upper body,113.55,0
Adult,ACTIVE,Regularly,Garment Lower body,442.54,0
Adult,ACTIVE,NONE,Garment Lower body,343.61,4
Young Adult,ACTIVE,Regularly,Garment Lower body,262.57,3
Adult,ACTIVE,NONE,Garment Lower body,854.16,4
Adult,ACTIVE,Regularly,Garment Full body,186.75,0
Elderly,ACTIVE,NONE,Underwear,186.75,4
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Young Adult,ACTIVE,NONE,Swimwear,171.06,1
Young Adult,ACTIVE,NONE,Swimwear,124,1
Young Adult,ACTIVE,Regularly,Garment Lower body,239.04,3
Adult,ACTIVE,Regularly,Garment Upper body,165.83,0
Young Adult,ACTIVE,Regularly,Underwear,124,3
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Adult,ACTIVE,Regularly,Accessories,186.75,0
Adult,ACTIVE,Regularly,Garment Upper body,186.75,0
Adult,ACTIVE,NONE,Socks & Tights,134.46,4
Elderly,ACTIVE,NONE,Garment Upper body,134.46,4
Adult,ACTIVE,NONE,Garment Upper body,71.72,4
Adult,PRE-CREATE,NONE,Garment Upper body,82.17,2
Adult,ACTIVE,Regularly,Garment Lower body,343.61,0
Young Adult,ACTIVE,Regularly,Garment Upper body,105.18,3
Young Adult,ACTIVE,NONE,Accessories,109.36,1
Young Adult,ACTIVE,NONE,Garment Lower body,395.9,1
Adult,ACTIVE,Regularly,Garment Lower body,186.75,0
Adult,ACTIVE,NONE,Garment Full body,181,4
Young Adult,ACTIVE,NONE,Garment Lower body,291.33,1
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Young Adult,ACTIVE,NONE,Garment Upper body,108.84,1
Young Adult,ACTIVE,Regularly,Garment Upper body,343.61,3
Young Adult,ACTIVE,Regularly,Garment Lower body,291.33,3
Young Adult,ACTIVE,NONE,Garment Full body,105.18,1
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Young Adult,PRE-CREATE,NONE,Garment Upper body,291.33,2
Adult,ACTIVE,NONE,Underwear,218.12,4
Young Adult,ACTIVE,NONE,Swimwear,395.9,1
Young Adult,ACTIVE,Regularly,Garment Upper body,218.12,3
Young Adult,ACTIVE,Regularly,Underwear,197.21,3
Young Adult,ACTIVE,Regularly,Garment Upper body,92.63,3
Young Adult,ACTIVE,NONE,Garment Upper body,92.63,1
Young Adult,ACTIVE,Regularly,Swimwear,218.12,3
Young Adult,ACTIVE,NONE,Garment Full body,291.33,1
Young Adult,ACTIVE,Regularly,Swimwear,134.46,3
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Elderly,ACTIVE,Regularly,Shoes,291.33,0
Young Adult,ACTIVE,NONE,Accessories,134.46,1
Adult,ACTIVE,Regularly,Garment Lower body,186.75,0
Adult,ACTIVE,NONE,Garment Upper body,82.17,4
Young Adult,ACTIVE,NONE,Garment Upper body,76.94,1
Adult,ACTIVE,NONE,Shoes,134.46,4
Elderly,ACTIVE,Regularly,Garment Full body,239.04,0
Young Adult,ACTIVE,Regularly,Swimwear,218.12,3
Young Adult,ACTIVE,Regularly,Garment Full body,197.21,3
Young Adult,ACTIVE,Regularly,Garment Upper body,291.33,3
Adult,ACTIVE,Regularly,Underwear,218.12,0
Adult,ACTIVE,NONE,Garment Upper body,108.11,4
Young Adult,ACTIVE,NONE,Garment Upper body,82.17,1
Young Adult,ACTIVE,Regularly,Accessories,117.73,3
Young Adult,ACTIVE,NONE,Garment Upper body,76.94,1
Elderly,ACTIVE,NONE,Garment Upper body,134.46,4
Adult,ACTIVE,Regularly,Garment Full body,322.7,0
Young Adult,ACTIVE,NONE,Garment Lower body,186.75,1
Young Adult,ACTIVE,Regularly,Garment Upper body,186.75,3
Elderly,PRE-CREATE,NONE,Shoes,186.75,2
Young Adult,ACTIVE,NONE,Swimwear,122.12,1
Young Adult,ACTIVE,NONE,Underwear,115.22,1
Young Adult,ACTIVE,Regularly,Swimwear,189.89,3
Young Adult,ACTIVE,Regularly,Swimwear,103.61,3
Elderly,ACTIVE,Regularly,Garment Lower body,406.36,0
Adult,ACTIVE,Regularly,Shoes,500.48,0
Young Adult,ACTIVE,NONE,Garment Lower body,289.76,1
Young Adult,ACTIVE,Regularly,Garment Lower body,165.83,3
Adult,ACTIVE,NONE,Garment Upper body,224.08,4
Elderly,ACTIVE,Regularly,Garment Upper body,910,0
Young Adult,ACTIVE,Regularly,Garment Full body,395.9,3
Teenager,ACTIVE,NONE,Garment Upper body,131.85,0
Elderly,ACTIVE,Regularly,Garment Upper body,71.72,0
Young Adult,ACTIVE,NONE,Swimwear,186.75,1
Elderly,ACTIVE,Regularly,Shoes,343.61,0
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Elderly,ACTIVE,NONE,Garment Upper body,359.3,4
Adult,ACTIVE,Regularly,Underwear,216.03,0
Young Adult,ACTIVE,NONE,Accessories,99.43,1
Young Adult,ACTIVE,NONE,Underwear,186.75,1
Elderly,ACTIVE,Regularly,Swimwear,207.67,0
Young Adult,ACTIVE,NONE,Socks & Tights,43.38,1
Adult,ACTIVE,NONE,Garment Full body,291.33,4
Adult,ACTIVE,NONE,Garment Lower body,186.75,4
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Young Adult,ACTIVE,NONE,Accessories,186.75,1
Adult,ACTIVE,NONE,Swimwear,186.75,4
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Young Adult,ACTIVE,NONE,Garment Upper body,113.55,1
Adult,ACTIVE,NONE,Garment Upper body,113.55,4
Young Adult,ACTIVE,Regularly,Garment Upper body,61.26,3
Young Adult,ACTIVE,NONE,Garment Upper body,82.17,1
Young Adult,ACTIVE,Regularly,Garment Lower body,239.04,3
Young Adult,ACTIVE,Regularly,Garment Upper body,113.55,3
Adult,ACTIVE,Regularly,Underwear,155.38,0
Elderly,ACTIVE,NONE,Garment Upper body,134.46,4
Adult,ACTIVE,Regularly,Garment Lower body,197.21,0
Young Adult,ACTIVE,NONE,Swimwear,343.61,1
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Young Adult,ACTIVE,NONE,Garment Upper body,280.87,1
Young Adult,ACTIVE,NONE,Garment Full body,134.46,1
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Adult,ACTIVE,NONE,Socks & Tights,51.95,4
Young Adult,ACTIVE,NONE,Underwear,186.75,1
Adult,ACTIVE,NONE,Swimwear,186.75,4
Young Adult,ACTIVE,NONE,Garment Lower body,197.21,1
Elderly,ACTIVE,Regularly,Garment Upper body,239.04,0
Young Adult,ACTIVE,Regularly,Swimwear,186.75,3
Adult,ACTIVE,NONE,Garment Full body,165.83,4
Young Adult,ACTIVE,Regularly,Underwear,92.63,3
Adult,ACTIVE,Regularly,Swimwear,124,0
Young Adult,ACTIVE,NONE,Nightwear,218.12,1
Elderly,ACTIVE,Regularly,Garment Lower body,110.3,0
Young Adult,ACTIVE,NONE,Garment Upper body,124,1
Adult,ACTIVE,Regularly,Underwear,92.63,0
Adult,ACTIVE,NONE,Garment Lower body,639.36,4
Elderly,ACTIVE,NONE,Garment Lower body,165.83,4
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Adult,ACTIVE,Regularly,Accessories,77.99,0
Elderly,ACTIVE,NONE,Garment Upper body,186.75,4
Adult,ACTIVE,Regularly,Accessories,59.48,0
Adult,ACTIVE,NONE,Swimwear,186.75,4
Elderly,ACTIVE,NONE,Garment Lower body,239.04,4
Young Adult,ACTIVE,NONE,Garment Lower body,291.33,1
Young Adult,ACTIVE,NONE,Garment Upper body,113.55,1
Young Adult,ACTIVE,Regularly,Swimwear,134.46,3
Adult,ACTIVE,Regularly,Garment Upper body,186.75,0
Young Adult,ACTIVE,Regularly,Garment Upper body,291.33,3
Adult,ACTIVE,Regularly,Garment Upper body,113.55,0
Young Adult,ACTIVE,NONE,Garment Full body,552.77,1
Young Adult,ACTIVE,NONE,Garment Upper body,165.83,1
Young Adult,ACTIVE,NONE,Garment Full body,134.46,1
Adult,PRE-CREATE,NONE,Underwear,155.38,2
Young Adult,ACTIVE,NONE,Garment Lower body,211.22,1
Adult,ACTIVE,NONE,Garment Upper body,186.75,4
Adult,ACTIVE,Regularly,Garment Upper body,48.71,0
Young Adult,ACTIVE,NONE,Nightwear,113.55,1
Adult,ACTIVE,NONE,Garment Lower body,291.33,4
Young Adult,ACTIVE,Regularly,Accessories,40.34,3
Young Adult,ACTIVE,Regularly,Garment Full body,239.04,3
Adult,ACTIVE,NONE,Garment Upper body,239.04,4
Young Adult,ACTIVE,Regularly,Underwear,218.12,3
Young Adult,ACTIVE,Regularly,Garment Full body,343.61,3
Young Adult,ACTIVE,NONE,Garment Upper body,180.48,1
Adult,ACTIVE,Regularly,Garment Upper body,239.04,0
Young Adult,ACTIVE,NONE,Garment Upper body,82.17,1
Young Adult,ACTIVE,NONE,Garment Upper body,265.18,1
Young Adult,ACTIVE,Regularly,Swimwear,134.46,3
Young Adult,ACTIVE,NONE,Garment Full body,134.46,1
Adult,ACTIVE,NONE,Garment Full body,223.87,4
Adult,ACTIVE,NONE,Swimwear,239.04,4
Young Adult,ACTIVE,NONE,Garment Upper body,82.17,1
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Young Adult,ACTIVE,Regularly,Garment Upper body,113.55,3
Elderly,ACTIVE,Regularly,Garment Upper body,395.9,0
Adult,ACTIVE,Regularly,Underwear,134.46,0
Young Adult,ACTIVE,NONE,Garment Upper body,82.17,1
Young Adult,ACTIVE,Regularly,Garment Full body,255.77,3
Adult,ACTIVE,Regularly,Garment Upper body,144.92,0
Young Adult,ACTIVE,NONE,Swimwear,130.91,1
Elderly,ACTIVE,Regularly,Garment Lower body,359.3,0
Young Adult,ACTIVE,Regularly,Garment Full body,291.33,3
Adult,ACTIVE,NONE,Garment Upper body,858.24,4
Adult,ACTIVE,NONE,Accessories,239.04,4
Adult,ACTIVE,NONE,Accessories,186.75,4
Young Adult,ACTIVE,NONE,Garment Lower body,218.12,1
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Adult,ACTIVE,NONE,Garment Lower body,223.77,4
Young Adult,ACTIVE,NONE,Garment Upper body,197.21,1
Elderly,PRE-CREATE,NONE,Swimwear,218.12,2
Teenager,ACTIVE,NONE,Garment Lower body,218.12,0
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Young Adult,ACTIVE,NONE,Garment Full body,395.9,1
Elderly,ACTIVE,NONE,Garment Upper body,197.21,4
Adult,ACTIVE,Regularly,Garment Lower body,343.61,0
Young Adult,ACTIVE,NONE,Underwear,113.55,1
Adult,ACTIVE,NONE,Garment Upper body,165.83,4
Adult,ACTIVE,Regularly,Garment Lower body,218.12,0
Adult,ACTIVE,Regularly,Shoes,500.48,0
Young Adult,ACTIVE,NONE,Garment Lower body,218.12,1
Young Adult,ACTIVE,NONE,Garment Upper body,155.38,1
Young Adult,ACTIVE,Regularly,Swimwear,186.75,3
Adult,ACTIVE,NONE,Swimwear,134.46,4
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Young Adult,ACTIVE,NONE,Swimwear,165.83,1
Adult,ACTIVE,NONE,Garment Lower body,134.46,4
Young Adult,ACTIVE,Regularly,Swimwear,105.18,3
Young Adult,ACTIVE,Regularly,Garment Lower body,123.9,3
Young Adult,ACTIVE,Regularly,Garment Upper body,448.19,3
Adult,ACTIVE,NONE,Garment Lower body,231.72,4
Adult,ACTIVE,Regularly,Garment Upper body,155.48,0
Young Adult,ACTIVE,NONE,Swimwear,291.33,1
Young Adult,ACTIVE,Regularly,Garment Lower body,182.15,3
Young Adult,ACTIVE,Regularly,Swimwear,186.75,3
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Young Adult,ACTIVE,Regularly,Garment Full body,186.75,3
Young Adult,ACTIVE,NONE,Garment Upper body,103.09,1
Young Adult,ACTIVE,NONE,Swimwear,134.46,1
Young Adult,ACTIVE,Regularly,Swimwear,291.33,3
Young Adult,ACTIVE,NONE,Socks & Tights,57.81,1
Young Adult,ACTIVE,Regularly,Garment Upper body,124,3
Young Adult,ACTIVE,Regularly,Underwear,239.04,3
Young Adult,ACTIVE,NONE,Shoes,291.33,1
Elderly,ACTIVE,Regularly,Underwear,86.36,0
Young Adult,ACTIVE,NONE,Unknown,239.04,1
Elderly,ACTIVE,NONE,Garment Upper body,76.21,4
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Young Adult,ACTIVE,NONE,Garment Full body,239.04,1
Young Adult,ACTIVE,Regularly,Garment Lower body,134.46,3
Adult,ACTIVE,Regularly,Swimwear,82.17,0
Young Adult,ACTIVE,Regularly,Swimwear,239.04,3
Young Adult,ACTIVE,NONE,Garment Upper body,71.72,1
Elderly,ACTIVE,Regularly,Garment Full body,343.61,0
Young Adult,ACTIVE,NONE,Underwear,155.38,1
Elderly,ACTIVE,Regularly,Garment Upper body,218.12,0
Adult,ACTIVE,Regularly,Garment Lower body,218.12,0
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Elderly,ACTIVE,NONE,Garment Upper body,218.12,4
Young Adult,ACTIVE,Regularly,Garment Upper body,155.38,3
Teenager,ACTIVE,NONE,Garment Full body,186.75,0
Young Adult,ACTIVE,NONE,Swimwear,124,1
Young Adult,ACTIVE,NONE,Garment Upper body,133.42,1
Young Adult,ACTIVE,NONE,Garment Full body,74.54,1
Young Adult,ACTIVE,Regularly,Garment Lower body,218.12,3
Adult,ACTIVE,Regularly,Garment Upper body,186.75,0
Adult,ACTIVE,NONE,Garment Lower body,291.33,4
Young Adult,ACTIVE,NONE,Swimwear,199.3,1
Adult,ACTIVE,Regularly,Garment Upper body,155.38,0
Elderly,ACTIVE,NONE,Garment Lower body,395.9,4
Young Adult,ACTIVE,NONE,Garment Upper body,61.26,1
Elderly,ACTIVE,Regularly,Garment Upper body,165.83,0
Young Adult,ACTIVE,NONE,Garment Lower body,134.46,1
Adult,ACTIVE,NONE,Garment Upper body,134.46,4
Young Adult,ACTIVE,Regularly,Garment Upper body,186.75,3
Young Adult,ACTIVE,NONE,Garment Full body,203.48,1
Adult,ACTIVE,NONE,Garment Lower body,113.55,4
Adult,ACTIVE,Regularly,Garment Upper body,239.04,0
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Adult,ACTIVE,NONE,Garment Upper body,186.75,4
Adult,ACTIVE,Regularly,Garment Lower body,218.12,0
Adult,ACTIVE,NONE,Underwear,113.55,4
Young Adult,ACTIVE,NONE,Shoes,165.83,1
Elderly,ACTIVE,NONE,Garment Upper body,118.78,4
Young Adult,ACTIVE,NONE,Swimwear,186.75,1
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Young Adult,ACTIVE,NONE,Garment Lower body,165.83,1
Young Adult,ACTIVE,Regularly,Garment Upper body,165.83,3
Young Adult,ACTIVE,NONE,Garment Lower body,189.89,1
Elderly,ACTIVE,NONE,Garment Upper body,186.75,4
Young Adult,ACTIVE,Regularly,Garment Upper body,186.75,3
Adult,ACTIVE,Regularly,Garment Upper body,82.17,0
Young Adult,ACTIVE,Regularly,Underwear,122.85,3
Adult,ACTIVE,NONE,Swimwear,134.46,4
Young Adult,ACTIVE,Regularly,Garment Upper body,199.3,3
Elderly,ACTIVE,Regularly,Garment Lower body,239.04,0
Adult,ACTIVE,NONE,Garment Full body,275.22,4
Adult,ACTIVE,Regularly,Shoes,265.18,0
Elderly,ACTIVE,Regularly,Garment Lower body,239.04,0
Young Adult,ACTIVE,NONE,Swimwear,165.83,1
Young Adult,ACTIVE,Regularly,Garment Upper body,100.68,3
Elderly,ACTIVE,NONE,Garment Upper body,322.7,4
Adult,PRE-CREATE,NONE,Garment Upper body,186.75,2
Adult,ACTIVE,NONE,Garment Lower body,134.46,4
Young Adult,ACTIVE,Regularly,Garment Full body,186.75,3
Young Adult,ACTIVE,NONE,Garment Upper body,171.06,1
Elderly,ACTIVE,Regularly,Underwear,113.55,0
Adult,ACTIVE,NONE,Garment Lower body,406.36,4
Young Adult,ACTIVE,Regularly,Garment Lower body,103.72,3
Adult,ACTIVE,Regularly,Garment Lower body,113.55,0
Adult,ACTIVE,Regularly,Garment Full body,103.09,0
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Adult,ACTIVE,NONE,Garment Upper body,324.27,4
Young Adult,ACTIVE,NONE,Garment Full body,182.78,1
Elderly,ACTIVE,NONE,Garment Lower body,227.95,4
Young Adult,ACTIVE,NONE,Garment Full body,291.33,1
Adult,ACTIVE,Regularly,Garment Full body,128.4,0
Young Adult,ACTIVE,Regularly,Garment Upper body,113.55,3
Adult,ACTIVE,NONE,Underwear,50.8,4
Young Adult,ACTIVE,Regularly,Accessories,79.66,3
Adult,ACTIVE,Regularly,Garment Upper body,61.26,0
Elderly,ACTIVE,Regularly,Garment Upper body,134.46,0
Young Adult,ACTIVE,NONE,Garment Upper body,103.09,1
Elderly,ACTIVE,Regularly,Garment Upper body,82.17,0
Young Adult,ACTIVE,NONE,Garment Upper body,76.94,1
Young Adult,ACTIVE,NONE,Swimwear,291.33,1
Young Adult,ACTIVE,NONE,Garment Full body,71.72,1
Young Adult,ACTIVE,NONE,Garment Full body,134.46,1
Young Adult,ACTIVE,Regularly,Garment Full body,291.33,3
Young Adult,ACTIVE,NONE,Garment Full body,283.59,1
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
