t_dat,customer_id,article_id,price,sales_channel_id,FN,Active,club_member_status,fashion_news_frequency,age,postal_code,year,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
2019-09-10,cffe96ed6f86864522a19012df67909a0bb3d500d37c06bfe51a39d73fb2475d,724626005,276.48,2,1.0,1.0,ACTIVE,Regularly,29.0,d98ba6d9ae40e89e3db34bf2e952ac34efac589f4821887f8d360d8785b51938,2019,724626,Dayzy linen,264,Blazer,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Gently fitted jacket in a linen and viscose blend with no lapels, a hook-and-eye fastening at the front, welt front pockets and 3/4-length, gathered sleeves. Lined."
2020-07-22,03d26a2ca2481badbfa05ba887d1a7293f11ed3ebc5082066ee0565e6a806644,878499011,108.32,2,1.0,1.0,ACTIVE,Regularly,57.0,ee73e0fce94f0708177e5c9bbd6fecc89d72b071c9f6e98e81c4ef5dff2bba90,2020,878499,Sandy ss,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Short top in soft cotton jersey with a deep neckline, short sleeves and buttons down the front."
2019-10-15,3b67327d53786450c03cdf1997fce5feab08c35a4f5da33965bd8f0e0a033095,189634001,113.55,2,,,PRE-CREATE,NONE,37.0,dd01dae4af838973e63348335fdcc2b9a2e7dafd1deb59e00646ca6d70496bf1,2019,189634,Long Leg Leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Leggings in stretch jersey with an elasticated waist.
2019-12-19,6028c4d761b6d06c921ffc6363ed50f760ba0c55666dd23a46fe5fd7b9e23205,752814004,152.24,1,,,ACTIVE,NONE,41.0,fa2cdfbda8ea2eb027e0d393ee81189714eee8d739caf54c55bac2e0826b08fc,2019,752814,Milk RW slack,272,Trousers,Garment Lower body,1010004,Check,17,Yellowish Brown,4,Dark,13,Brown,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Cigarette trousers in stretch twill with a regular, elasticated waist, fake fly, diagonal side pockets, fake welt back pockets and ankle-length legs with creases."
2018-12-21,04d51fbd40203b7dbf9e115743909706bc59f826180bbf9824edde763a507141,709186001,448.19,1,1.0,1.0,ACTIVE,Regularly,67.0,9ea3ae6dd10126fd70bfa104bb2e41df3e781c77b96555df205aa7066487d82f,2018,709186,Bingo,265,Dress,Garment Full body,1010004,Check,9,Black,4,Dark,5,Black,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Short dress in a textured weave with a round neck, short sleeves, concealed zip at the back and a seam with pleats at the waist. Unlined."
2019-05-15,d1b2521de160d8d5062bf862326f493e15e45324a330629d1bf30ba8f798a9f3,736681002,132.16,2,1.0,1.0,ACTIVE,Regularly,25.0,b33760f1c1db2a7cba2826dd58a858b9a80bfe4ce5db34400b7d5491ffb035ef,2019,736681,Brooke Shorts R.W,274,Shorts,Garment Lower body,1010023,Denim,10,White,3,Light,9,White,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Short shorts in washed, stretch denim with a regular waist, front and back pockets, and sewn-in turn-ups at the hems."
2019-11-05,a34a00e49256f9d319ec0ff3760cca96e9074b4b143c1ad6a6148e4aec1264d0,706016002,220.42,2,,,ACTIVE,NONE,21.0,8f69408e8138470b4decbedee926f66a0b52d82911f2b8df8747efb6ead7b8a6,2019,706016,Jade HW Skinny Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,71,Light Blue,3,Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"High-waisted jeans in washed superstretch denim with a zip fly and button, fake front pockets, real back pockets and super-skinny legs."
2020-07-28,80cbb67c06868fd90425dbaf6ae999a2fa9041f5b8b76108944ea88a1f71a187,923134001,186.75,2,,,ACTIVE,NONE,37.0,dd6eec0a9f213ba51d73dde0d606c67a4b20a438ccd64a6ab98cfa168aeb9bef,2020,923134,Clara jogger,272,Trousers,Garment Lower body,1010010,Melange,6,Light Grey,1,Dusty Light,12,Grey,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Joggers in sweatshirt fabric made from a cotton blend. Relaxed fit with an elasticated, drawstring waist, discreet side pockets and elasticated hems."
2020-05-31,a442ee589e4da232c434fb733e6e78fbf33cfd611bd1cb510b412a2f405fbaeb,840604001,186.75,2,,,ACTIVE,NONE,23.0,727457aad45c9a0cdecc9ce11449fca9a45c1ffdd28e54d1a5f54f881fdc0331,2020,840604,Roxanna,258,Blouse,Garment Upper body,1010001,All over pattern,14,Dark Beige,4,Dark,11,Beige,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in an airy weave with a round neckline, opening and concealed button at the back of the neck and short sleeves with gathered elastication to create a puff effect."
2019-09-08,94b28900d34e29a61730a6ac25c34baef5478c22627117b130264875f2707438,790096002,134.46,2,,,ACTIVE,NONE,50.0,24061a7bcb59bfb5f23fed9df0fe2a3d4d71d69f59485825d54914f6dfd60075,2019,790096,Lage,254,Top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,Straight-cut T-shirt in soft cotton jersey with a stand-up collar.
2019-02-27,c53cb78a8af51cb57378b54250f6a956f4a581c687338214e635157320e72d52,707488001,239.04,1,,,ACTIVE,NONE,51.0,30f3086269b04d5efb1cbb89efc49ed6e00ee6ce4b60e5b1cefdd10a4c32c762,2019,707488,Stardust,258,Blouse,Garment Upper body,1010017,Stripe,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in a viscose weave with a collar and buttons down the front. Yoke with a pleat at the back, long sleeves with buttoned cuffs, and a rounded hem."
2020-07-09,9074f51a717282e2c7c3c933168e29508236afe895597f33c77f2d85da58b160,866307002,343.61,2,1.0,1.0,ACTIVE,Regularly,24.0,0c419947cedd7778aa0c4688c5879646af48b1b2b55ba508e91b0e847732c335,2020,866307,Sammy dress,265,Dress,Garment Full body,1010016,Solid,33,Dark Orange,4,Dark,3,Orange,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Short, V-neck dress in jersey with gathers at the shoulders and short, wide sleeves. Tapered waist with gathered seams for a gently draped effect. Lined."
2019-11-20,f6dfaf53fbe91db5db328dfade909d99acffc3435c2851d902db163220b361ef,749400009,134.46,1,,,ACTIVE,NONE,51.0,b87ea04aba50068c0f7e0e3bb391d19ea737750b3f8d5cbb68c102e34dbc2e75,2019,749400,Tory price tee,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Straight-cut sports top in fast-drying mesh with short sleeves and a rounded hem. Slightly longer at the back.
2018-11-12,71bd408aedbb16ab84717005c1a446fde77e4b048ed82298e0a49b9848b4807b,572400028,239.04,2,,,ACTIVE,NONE,59.0,0843875f7719d29a0df8c3b1460a1f095bd79a729ec2efeeb22acdf01abbc5ab,2018,572400,Taya Hood,308,Hoodie,Garment Upper body,1010005,Colour blocking,10,White,3,Light,9,White,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric with a jersey-lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
2019-11-16,216e9b46eabedc803df4beb1bb0c8662b44772f6f2e6f833811f022ad523ee95,452511002,102.67,2,,,ACTIVE,NONE,24.0,2d2c7add0d52e88fdc612dc2b7a0597ab611901ec78fb379a66917e1943c80af,2019,452511,Class Amelie necklace,77,Necklace,Accessories,1010016,Solid,3,Silver,3,Light,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Thin metal chain necklaces with round pendants. Adjustable length 43-51 cm and 50-58 cm.
2018-10-31,13ed7e01aeef009dd1f85410b9e6ee51cc73a8af50931cf039c20a96bdbc8712,515692005,239.04,1,,,ACTIVE,NONE,29.0,6611d31b615a96ac02c1dfd233de2620611a2e7ab7fd470c166eaec1fe1c7580,2018,515692,Ripley r-neck,252,Sweater,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5858,Knitwear,F,Menswear,3,Menswear,21,Contemporary Casual,1003,Knitwear,"Fine-knit jumper in cotton slub yarn with long raglan sleeves and ribbing around the neckline, cuffs and hem."
2020-06-10,7f1138957d033bee2624cfbcde91af01ed6bb67f2a1ed785dc4b550455e1b60e,829646006,249.5,2,1.0,1.0,ACTIVE,Regularly,53.0,2e0baeac08ddde7dfdcd35d8766febd308de7acaf4e5725e4b439401e80354b0,2020,829646,Loris basic twill,262,Jacket,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Straight-cut jacket in cotton denim with a collar and buttons down the front. Flap chest pockets with a button, front pockets and long sleeves with buttoned cuffs. Unlined."
2020-04-09,50ffeb033cb56fed831316ee8794abd0645371b6fd24858cc1b9213a403be9b8,786304006,186.75,2,,,ACTIVE,NONE,33.0,9141387214fccb5e9989abefddc695d8a82bd98a98ae60ca065592c6b9c1d1dd,2020,786304,Sebi,252,Sweater,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Top in lightweight sweatshirt fabric in a relaxed fit with long raglan sleeves and ribbing around the neckline, cuffs and hem."
2018-10-01,9cd65539d7c9ca61b25a11237703f66d4ce34189ca2c240c4c8752bf6015a98b,626702007,186.75,1,1.0,1.0,ACTIVE,Regularly,24.0,2634d6686c3f83f1cc1fc22ee3fddc70cb37a1f0c05e35ac52f78b4879e520bf,2018,626702,Visby 5-pkt,272,Trousers,Garment Lower body,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,7656,Kids Boy Trouser,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1009,Trousers,"5-pocket trousers in washed stretch cotton twill with an adjustable, elasticated waist, zip fly and button and tapered legs."
2020-02-20,597cdea92c4ddbe2780b1ea24638240e2232434202c3c7535274c12b178135bf,796210001,186.75,2,,,ACTIVE,NONE,29.0,112eac6a5e3344c3857f8226f4ece89ff6ff196667758ae2fcbfe150290a72e6,2020,796210,Enter HW leggings,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in superstretch twill with a high waist with concealed elastication, and slim legs with narrow hems."
2018-10-11,3575ef3bfc40636469525dfdfe6e244931bae1a43ce53e02cb48e61b3976bc86,672498003,155.38,2,1.0,1.0,ACTIVE,Regularly,57.0,de0e74d71442c1614ac29d435e1f216a2af006a87d2ff6281331f0d0621943f5,2018,672498,ED Dallas shirt,259,Shirt,Garment Upper body,1010004,Check,73,Dark Blue,4,Dark,2,Blue,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Shirt in soft cotton twill with a collar, buttons down the front and a yoke with a pleat at the back. Chest pocket, long sleeves with buttoned cuffs, and a rounded hem. Slightly longer at the back."
2020-04-27,7369312af97df6df06873d7502ec295753e7e3ccbdb4ecd0a7ed9b6351a46578,810169002,343.61,2,,,ACTIVE,NONE,29.0,654d9373e87a31ecb9d0be4b88944ea51ca6803b393d8b6432cb6ca7685d00fd,2020,810169,Superskinny (D),272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,4,Dark,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Jeans in washed, stretch denim with fake front pockets, real back pockets and super-skinny legs. Wide jersey panel at the waist for best fit over the tummy."
2020-04-26,574355c40f610a8c854f6969c115bbf89b20a9fd6b91f5ed9295802bdf776ae7,751342007,239.04,2,,,ACTIVE,NONE,22.0,4f28dc5fa21d79d6a22db71e9c59191c57be4f7ec63a87dfc78ec507adedb0ef,2020,751342,Sunny denim skirt,275,Skirt,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1410,Shorts & Skirts,A,Ladieswear,1,Ladieswear,6,Womens Casual,1025,Shorts,"Short, 5-pocket skirt in washed denim with a button fly, short slit at the front and cut-off, raw-edge hem."
2020-07-26,062fe669648f6fdaabb80ef635b6a989db4330b0d5225a928392ce119bae7fe8,850984001,134.46,2,,,ACTIVE,NONE,54.0,8d318fcc2916086aeeae92428ef4612ea516ed3d7045ceb91ee4195d892aac86,2020,850984,Elton maxi dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Off-the-shoulder maxi dress in soft, gently draping jersey with elastication and a flounced trim at the top and two high slits at the front. Unlined."
2020-04-25,20ed11194aa4b3586958115ea54a1d88adb5bc106474ed435faafc9e568510ce,841383002,55.61,2,,,ACTIVE,NONE,26.0,726f451c893e26a52e93869e4b7e1671958f5f08406b76f3ca89dea86d6ada0a,2020,841383,Vanessa 2-pack,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted strappy top in soft organic cotton jersey.
2019-05-16,2e3c89c764e5db4e484f5e40e5e372840a9c8518e977b454d898425da0816890,698718003,197.21,2,1.0,1.0,ACTIVE,Regularly,24.0,6dca0cd042ba563f51fab209fc394ee0a8bf96c15f5641748305b03346fad597,2019,698718,Perrie Denim Shorts,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1745,Shorts,D,Divided,2,Divided,53,Divided Collection,1025,Shorts,"5-pocket, high-waisted shorts in washed denim with hard-worn details, a button fly and sewn-in turn-ups at the hems."
2019-06-09,daf564262f17bb10857363bb6495246e1367a65e08ecddddb7c6837c1cf37300,488561032,239.04,1,,,ACTIVE,NONE,29.0,f7e2542a72227d352040fe51622da5e7e61260b2a54c3b173886e44d5d39737d,2019,488561,Teddy jogger.,274,Shorts,Garment Lower body,1010024,Chambray,73,Dark Blue,4,Dark,2,Blue,5658,Shorts,F,Menswear,3,Menswear,21,Contemporary Casual,1025,Shorts,"Knee-length shorts in soft washed cotton with an elasticated drawstring waist, fake fly, side pockets and welt back pockets with a button."
2020-07-29,9d480df178715b1935e94676e3d587b48a9f98ffa941302e0c0ac3d0c02e0214,811925001,218.12,2,1.0,1.0,ACTIVE,Regularly,19.0,b1cb773d756df265bc2589243aec46c740f036564ccea1cef5db72303d678b82,2020,811925,Knot Bitter Top,298,Bikini top,Swimwear,1010016,Solid,10,White,3,Light,-1,Unknown,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, non-wired bikini top with wide shoulder straps and padded cups with removable inserts that shape the bust and provide good support. Knot detail at the front and a metal fastener at the back."
2019-03-11,0cfb83c3fd6e7ae336d441fd7c63593eb07bf1a119cde9cbb42e92a29e049722,705330001,118.78,1,1.0,1.0,ACTIVE,Regularly,29.0,37a6f1c07791debacad613446acee7b074ab0b9bda446e18a638de90021927e9,2019,705330,Borat Sweatpants,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Trousers in sweatshirt fabric with an elasticated waist, side pockets and ribbed hems."
2019-04-21,07c33ce0bcb920cfbfe1cb8fdaad060287ca69008b8e31b872de68792ec30973,573282024,113.55,2,,,PRE-CREATE,NONE,36.0,fd862e888a42bdb07b8888f9ca64a35c50c7297ac04380e0e6a5cdfe38928f9a,2019,573282,ANNA SLUB,255,T-shirt,Garment Upper body,1010017,Stripe,42,Red,5,Bright,18,Red,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted short-sleeved top in slub jersey made from organic cotton with a round neck and rounded hem.
2019-05-18,417b28ca2c4cce4c9bdc2994528625b06977c9263a2dc046237474b31559be64,695632003,186.75,1,1.0,1.0,ACTIVE,Regularly,56.0,459c22c1ad70e44a9cf9136df137fc07d359877941a08ef214c8993878dacdba,2019,695632,Gyda-,258,Blouse,Garment Upper body,1010016,Solid,71,Light Blue,3,Light,2,Blue,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Blouse in a soft weave with a narrow collar, concealed buttons down the front, long sleeves with buttoned cuffs and a rounded hem."
2019-08-31,4243dae1190ff4e9c597e03ec950add16bd081c2d1cb9822185b9f65d2774ed5,570004050,134.46,1,,,ACTIVE,NONE,37.0,7e948244fe06ea0c1dca1fa00ccda291ab98c0d820f0f7cf715ec8033512f90d,2019,570004,PETER POLO,257,Polo shirt,Garment Upper body,1010010,Melange,71,Light Blue,3,Light,2,Blue,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Short-sleeved polo shirt in soft jersey with a collar and button placket.
2019-06-19,2f99ada1145b91a334c348cf57bf421d2f6d4b4a3e725553cf555d9907cc66b8,727615001,269.37,2,,,ACTIVE,NONE,24.0,61e5c1ca0725923118c69442007be05ce3947daef62e07944f468c73799725c3,2019,727615,Toucan jumpsuit,267,Jumpsuit/Playsuit,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"V-neck jumpsuit in woven fabric with ties at the neckline, a cut-out section at the front and concealed zip at the back. Narrow, adjustable shoulder straps, a seam at the waist with elastication at the back, and straight, ankle-length legs."
2020-09-15,813b80a879962be3fa2f58dfaf9cce7f692799862885ef85be5db20bfb26e962,915526002,239.04,1,,,ACTIVE,NONE,49.0,8fd97a52ebb5a707f3a5d1d71f49a9c4ef173aa8675fcb0acb3c13cb9584564f,2020,915526,Nika vest,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Relaxed-fit slipover in a soft, rib-knit cotton blend with a deep V-neck and straight hem with angled slits in the sides."
2020-08-10,0733a046123a2fa2e187721e29be2a867fc68f545b9657cc4d96b6d045f7eaff,890458001,165.83,2,,,ACTIVE,NONE,58.0,fcd02375452a36d978f39a44f83aa8b1716c3780162df2dcb8981e735e95b954,2020,890458,Lana chiffong skirt.,275,Skirt,Garment Lower body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1414,Skirt,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1012,Skirts,"Calf-length skirt in airy, pleated chiffon with a high, elasticated waist. Lined."
2019-10-07,aa890cf48b43eae7ca2f17ad4e0ae4b13fcfa20af7ed154af12a793144ed3ff2,771337003,113.55,2,1.0,1.0,ACTIVE,Regularly,31.0,553a9c044014833199b8f26dcc4cfb3cf430bd6391e07914deb96c14626012b3,2019,771337,ES LENA DRESS,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Dress in soft jersey made from a modal and cotton blend in a relaxed fit with dropped shoulders and 3/4-length sleeves. Narrow, elasticated seam at the waist and a straight-cut skirt. Unlined."
2020-05-24,33ba569454338f23f52d65cc9e5373dc789808e894c1e62fb78b26bd76fc1790,901281002,185.18,2,1.0,1.0,ACTIVE,Regularly,70.0,79598a0a70b3bd4361238c89f6ba2cfb0c7099cf74c8eb772f4fb0a2f52c6967,2020,901281,Ibiza HW Woven Pull-on,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Trousers in an airy viscose weave with a high, elasticated, drawstring waist, diagonal side pockets and wide, straight legs."
2019-05-30,1982c4e845b7e9ea0f12154fcf9e7208013825038394fc94f277ecb3c4c55af6,722165004,395.9,2,,,ACTIVE,NONE,24.0,30c361e7bcc35e4b81a7dfa61db86d22d36189b06ac176f55ae0c372ecaa6cf0,2019,722165,Thomas wide,272,Trousers,Garment Lower body,1010016,Solid,10,White,3,Light,9,White,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Straight trousers in woven fabric. High waist with pleats and a detachable tie belt, concealed hook-and-eye fasteners and a zip fly. Side pockets and fake welt back pockets."
2019-10-24,638e3766953a67ea3e51ecfaaa20308c57023b4f48955cb2f38f556f027a4d3f,837576001,218.23,2,,,ACTIVE,NONE,31.0,8fdc839a8e51b1701dc666eb2181725bd8132559c52a61e3ff73cb3806a11180,2019,837576,Chance rhinestone waist,67,Belt,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Waist belt in imitation suede with elastic at the back and a metal buckle decorated with sparkly glass stones at the front. Width 3 cm.
2020-01-02,d8d290a050b14ec005feb65fede43913e4bbd8d146585c929a713129370bbf63,378447004,434.28,1,,,ACTIVE,NONE,33.0,ca92f7c869e03a52eae4cd347aebcbcc6ef52f960dad642105d4ee5e087d3649,2020,378447,V-Neck Milan TVP,252,Sweater,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,"Jumper in fine-knit merino wool with a V-neck and ribbing around the neckline, cuffs and hem."
2020-05-25,50b9b822369b01fa7105b0cbd010771efc901724e288327f75e870d301c03dff,687635001,113.55,2,,,ACTIVE,NONE,28.0,808554f10201880caedf74a4d112cdc3978cecfd59a9599b228c4cd8186b51c1,2020,687635,Sigge Shorts,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Shorts in sweatshirt fabric made from a cotton blend with an elasticated, drawstring waist, side pockets, an open back pocket and raw, roll-edge hems."
2019-11-26,bda979ba14a695340635ef8bd1c2a6f3f6ffdbd85ac71cd70167d8dec13989dd,735607002,134.46,1,,,ACTIVE,NONE,24.0,279d04b54c6aafeaff46d3f3247b6cb65dcc45f4c9324a1cb19e0c3cfb5b8326,2019,735607,Evie thong 3p,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in lace with a low waist, lined gusset and string back."
2019-06-23,5364704acee240f5390c203c82021a1b0460862057675b87338e3d5719bbe8f0,717884002,119.51,2,,,ACTIVE,NONE,50.0,0a32865cca2fe3c8fbbb01e39e0bc0e407cb64eda0a7295deeb4b98e861d542b,2019,717884,Danny Cheeky Tie Brief,59,Swimwear bottom,Swimwear,1010006,Dot,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a mid waist, ties at the sides and a high cut at the back."
2018-12-11,9afc5882ec78f1edc8c04792b27e9eaf9bfddfaf222a01fbe01e5e099124be1e,705389002,101.0,1,1.0,1.0,ACTIVE,Regularly,20.0,78caa5015553e6a5e2995de5cfe4f94f7f47e7a3ae3ca94a717c548f3c4a4482,2018,705389,Class Filly hoop pk,70,Earring,Accessories,1010016,Solid,3,Silver,3,Light,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Metal hoop earrings in various sizes, decorated with sparkly stones. Diameter from 1 cm to 2 cm."
2019-06-24,91252cca2102518312d91a7d39a3bdbf66c0f68a7a7f492ec4754a58ec17f878,631212006,61.26,2,,,ACTIVE,NONE,39.0,acceb1ce722e877ac1bde282f7774c7c0f8a5200baa30b8d13f49afc94f13a4d,2019,631212,NOEL price tank SB,253,Vest top,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Vest top in soft organic cotton jersey.
2020-04-08,194c37a18dfc8a907c6f1a1a78075eee131a7b5355d0df69c00e3abf575a98d2,824999001,132.16,2,1.0,1.0,ACTIVE,Regularly,53.0,c55b3382309c942d509e9b269e05580995145197d21d36957b89e2f65ddecaf8,2020,824999,Strap top 2p,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted tops in soft jersey made from an organic cotton blend with narrow shoulder straps.
2019-06-22,d2781168ddd428c91bf68cae145a5b73d73f480ef0cce8ca33b608cbb6235a0e,783552002,239.04,2,,,ACTIVE,NONE,23.0,ffd23765225855029e47a77915b545d7d0c4788e039c3bb9fc41f5bbac1a44dd,2019,783552,Ivita jumpsuit SPEED,267,Jumpsuit/Playsuit,Garment Full body,1010006,Dot,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Sleeveless playsuit in a crêpe weave with narrow adjustable shoulder straps and a gentle V-neck. Frill trim at the top, decorative buttons at the front and a narrow, elasticated seam at the waist. Unlined."
2019-06-04,c5c7e7547451c0b01d33dc6fd83d3b5e03d64770fa3065d10ed0dd2e066485c6,753324001,291.33,2,,,ACTIVE,NONE,51.0,6deb536ab82ce1734910d600104191b3382a4a73631c584c8a1e9870ef458fa2,2019,753324,Mom HW Shorts trash,274,Shorts,Garment Lower body,1010023,Denim,72,Blue,3,Light,2,Blue,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket shorts in washed, slightly stretchy cotton denim with hard-worn details. High waist, a zip fly and button and sewn-in turn-ups at the hems."
2020-04-06,dd186cf4895f79f1adbc1a720e2241b27ef252f6fbb0ee27e6eb5f176065dcff,664074056,134.46,2,1.0,1.0,ACTIVE,Regularly,46.0,d42f00721e3085c33d67b4b4a2f877e66d889e9d9975f1e6287ee4f6c3872118,2020,664074,Charlie Top,254,Top,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,Straight-cut top in airy jersey crêpe with a boat neck and short sleeves with pleated trims.
2020-06-11,39f712a727b6865cb9b7b64a8bf9196961e74d37f7fa47eb6524ccdcb5040efc,749407002,134.46,2,,,ACTIVE,NONE,22.0,8532e7331d277244033fdd2e9a71f211736e2082b7f914acc163b12a6c35185a,2020,749407,Rose tight tank top,253,Vest top,Garment Upper body,1010010,Melange,52,Pink,1,Dusty Light,4,Pink,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Fitted sports vest top in fast-drying functional fabric with a V-neck racer back.
